# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
290           	1.105399e-04	2.820363e-05	1.019386e-04
291           	1.100839e-04	2.798511e-05	1.000878e-04
292           	1.086988e-04	2.776165e-05	9.832740e-05
293           	1.075234e-04	2.752896e-05	9.663331e-05
294           	1.060181e-04	2.729853e-05	9.492869e-05
295           	1.047243e-04	2.707245e-05	9.320059e-05
296           	1.036310e-04	2.685034e-05	9.150039e-05
297           	1.022674e-04	2.662548e-05	8.988761e-05
298           	1.012388e-04	2.639797e-05	8.831456e-05
299           	1.001140e-04	2.616947e-05	8.678733e-05
300           	9.868953e-05	2.594208e-05	8.526879e-05
301           	9.796829e-05	2.571808e-05	8.376438e-05
302           	9.636267e-05	2.551107e-05	8.212320e-05
303           	9.483653e-05	2.531290e-05	8.053171e-05
304           	9.353405e-05	2.511675e-05	7.908784e-05
305           	9.244223e-05	2.492248e-05	7.779016e-05
306           	9.137001e-05	2.473380e-05	7.653828e-05
307           	9.033581e-05	2.455428e-05	7.521792e-05
308           	8.918396e-05	2.437589e-05	7.384936e-05
309           	8.813271e-05	2.419946e-05	7.252341e-05
310           	8.686969e-05	2.402181e-05	7.128817e-05
311           	8.579847e-05	2.384258e-05	7.014392e-05
312           	8.486860e-05	2.366775e-05	6.903046e-05
313           	8.404413e-05	2.349746e-05	6.787162e-05
314           	8.304202e-05	2.333493e-05	6.671345e-05
315           	8.189065e-05	2.317166e-05	6.556706e-05
316           	8.093788e-05	2.300843e-05	6.452307e-05
317           	7.990981e-05	2.284628e-05	6.357961e-05
318           	7.886704e-05	2.268870e-05	6.265693e-05
319           	7.809813e-05	2.253633e-05	6.173630e-05
320           	7.728500e-05	2.238729e-05	6.086542e-05
321           	7.650748e-05	2.223540e-05	6.010739e-05
322           	7.560196e-05	2.207622e-05	5.940012e-05
323           	7.460161e-05	2.192300e-05	5.876880e-05
324           	7.369050e-05	2.177750e-05	5.824870e-05
325           	7.315733e-05	2.163911e-05	5.774538e-05
326           	7.247538e-05	2.150091e-05	5.730657e-05
327           	7.162483e-05	2.136519e-05	5.692382e-05
328           	7.061203e-05	2.123371e-05	5.658497e-05
329           	7.004564e-05	2.111082e-05	5.641545e-05
330           	6.961853e-05	2.099997e-05	5.637074e-05
331           	6.912826e-05	2.089675e-05	5.628893e-05
332           	6.857061e-05	2.078832e-05	5.607498e-05
333           	6.783238e-05	2.067974e-05	5.592353e-05
334           	6.716961e-05	2.057629e-05	5.593558e-05
335           	6.677172e-05	2.047475e-05	5.609652e-05
336           	6.646674e-05	2.037835e-05	5.626056e-05
337           	6.615861e-05	2.028305e-05	5.637648e-05
338           	6.570649e-05	2.018986e-05	5.651947e-05
339           	6.550734e-05	2.008885e-05	5.662086e-05
340           	6.510741e-05	1.999138e-05	5.675625e-05
341           	6.410765e-05	1.989788e-05	5.714814e-05
342           	6.404372e-05	1.981896e-05	5.731753e-05
343           	6.453756e-05	1.973749e-05	5.756167e-05
344           	6.410806e-05	1.965104e-05	5.779278e-05
345           	6.365042e-05	1.957136e-05	5.825843e-05
346           	6.321617e-05	1.950076e-05	5.844757e-05
347           	6.319217e-05	1.943166e-05	5.866633e-05
348           	6.322859e-05	1.936887e-05	5.899902e-05
349           	6.268322e-05	1.930634e-05	5.943227e-05
350           	6.251920e-05	1.925925e-05	5.980589e-05
351           	6.230898e-05	1.921524e-05	6.018897e-05
352           	6.196264e-05	1.917774e-05	6.042645e-05
353           	6.189137e-05	1.913934e-05	6.076818e-05
354           	6.186545e-05	1.909755e-05	6.112979e-05
355           	6.172788e-05	1.906527e-05	6.165005e-05
356           	6.118703e-05	1.903413e-05	6.218320e-05
357           	6.120474e-05	1.901332e-05	6.254805e-05
358           	6.139614e-05	1.898741e-05	6.290436e-05
359           	6.037771e-05	1.895183e-05	6.332115e-05
360           	6.035000e-05	1.892396e-05	6.378498e-05
361           	6.009400e-05	1.890932e-05	6.451047e-05
362           	6.025420e-05	1.889274e-05	6.482542e-05
363           	6.002061e-05	1.887938e-05	6.520298e-05
364           	5.956196e-05	1.887157e-05	6.573565e-05
365           	5.955055e-05	1.886832e-05	6.629949e-05
366           	5.921806e-05	1.887179e-05	6.692299e-05
367           	5.911388e-05	1.888165e-05	6.748208e-05
368           	5.942095e-05	1.889767e-05	6.793830e-05
369           	5.889842e-05	1.890723e-05	6.843133e-05
370           	5.907442e-05	1.892128e-05	6.892228e-05
371           	5.916522e-05	1.893013e-05	6.945555e-05
372           	5.924805e-05	1.894389e-05	6.996407e-05
373           	5.888180e-05	1.895659e-05	7.048263e-05
374           	5.928543e-05	1.897922e-05	7.097378e-05
375           	5.992957e-05	1.899822e-05	7.143867e-05
376           	5.976672e-05	1.900239e-05	7.172916e-05
377           	5.929013e-05	1.900297e-05	7.214092e-05
378           	5.944543e-05	1.901775e-05	7.268237e-05
379           	5.982617e-05	1.904288e-05	7.316214e-05
380           	6.102587e-05	1.906642e-05	7.355898e-05
381           	6.005187e-05	1.906694e-05	7.380676e-05
382           	5.984352e-05	1.906134e-05	7.403382e-05
383           	5.964057e-05	1.906626e-05	7.437716e-05
384           	5.964653e-05	1.908345e-05	7.477001e-05
385           	6.086539e-05	1.910708e-05	7.511841e-05
386           	6.056297e-05	1.911002e-05	7.537844e-05
387           	6.042624e-05	1.910237e-05	7.545890e-05
388           	6.018559e-05	1.910258e-05	7.567135e-05
389           	6.010992e-05	1.911260e-05	7.599829e-05
390           	6.050006e-05	1.911875e-05	7.616876e-05
391           	6.108045e-05	1.912964e-05	7.635683e-05
392           	6.048230e-05	1.912019e-05	7.637345e-05
393           	6.087694e-05	1.911487e-05	7.646192e-05
394           	6.071151e-05	1.911417e-05	7.667757e-05
395           	6.151370e-05	1.912673e-05	7.694873e-05
396           	6.168816e-05	1.912122e-05	7.687904e-05
397           	6.082572e-05	1.910803e-05	7.690035e-05
398           	6.112114e-05	1.911014e-05	7.693237e-05
399           	6.133002e-05	1.910117e-05	7.689153e-05
400           	6.117957e-05	1.910352e-05	7.712049e-05
401           	6.151994e-05	1.909399e-05	7.702442e-05
402           	6.124433e-05	1.909490e-05	7.710110e-05
403           	6.188174e-05	1.909147e-05	7.702975e-05
404           	6.178700e-05	1.907532e-05	7.680253e-05
405           	6.170369e-05	1.907432e-05	7.693987e-05
406           	6.140269e-05	1.906556e-05	7.696528e-05
407           	6.180419e-05	1.906395e-05	7.692402e-05
408           	6.139960e-05	1.905852e-05	7.665804e-05
409           	6.208990e-05	1.905736e-05	7.655842e-05
410           	6.226541e-05	1.904738e-05	7.651624e-05
411           	6.184095e-05	1.903430e-05	7.655418e-05
412           	6.209112e-05	1.903017e-05	7.645176e-05
413           	6.199765e-05	1.902919e-05	7.631278e-05
414           	6.261757e-05	1.903241e-05	7.614908e-05
415           	6.192535e-05	1.902629e-05	7.609823e-05
416           	6.191519e-05	1.901776e-05	7.594975e-05
417           	6.162709e-05	1.901011e-05	7.587113e-05
418           	6.139780e-05	1.900560e-05	7.573188e-05
419           	6.145719e-05	1.900349e-05	7.559806e-05
420           	6.136011e-05	1.899467e-05	7.538611e-05
421           	6.141776e-05	1.898945e-05	7.526991e-05
422           	6.187005e-05	1.898697e-05	7.517149e-05
423           	6.172070e-05	1.898078e-05	7.506635e-05
424           	6.214472e-05	1.897828e-05	7.488763e-05
425           	6.211645e-05	1.896121e-05	7.462470e-05
426           	6.133921e-05	1.894560e-05	7.452690e-05
427           	6.132782e-05	1.893872e-05	7.445150e-05
428           	6.144153e-05	1.894361e-05	7.428456e-05
429           	6.136482e-05	1.893599e-05	7.401169e-05
430           	6.228585e-05	1.891935e-05	7.378787e-05
431           	6.159656e-05	1.890062e-05	7.372654e-05
432           	6.174436e-05	1.888732e-05	7.363173e-05
433           	6.147965e-05	1.888462e-05	7.331308e-05
434           	6.143349e-05	1.888145e-05	7.320145e-05
435           	6.093828e-05	1.886247e-05	7.286006e-05
436           	6.141083e-05	1.884384e-05	7.266373e-05
437           	6.092942e-05	1.882889e-05	7.260962e-05
438           	6.089856e-05	1.881959e-05	7.251948e-05
439           	6.123796e-05	1.881949e-05	7.232242e-05
440           	6.068368e-05	1.879767e-05	7.194051e-05
441           	6.098889e-05	1.877864e-05	7.167487e-05
442           	6.038093e-05	1.876613e-05	7.175597e-05
443           	6.058155e-05	1.875474e-05	7.159760e-05
444           	6.042685e-05	1.873684e-05	7.117388e-05
445           	6.038926e-05	1.872181e-05	7.075653e-05
446           	5.978713e-05	1.870404e-05	7.077441e-05
447           	5.947588e-05	1.868734e-05	7.067568e-05
448           	5.975282e-05	1.867343e-05	7.049253e-05
449           	5.980921e-05	1.865915e-05	7.002280e-05
450           	5.917714e-05	1.863798e-05	6.983558e-05
451           	5.894851e-05	1.861783e-05	6.971841e-05
452           	5.885289e-05	1.860206e-05	6.960995e-05
453           	5.899049e-05	1.859214e-05	6.932877e-05
454           	5.913982e-05	1.856973e-05	6.892420e-05
455           	5.831932e-05	1.854310e-05	6.878918e-05
456           	5.864435e-05	1.852932e-05	6.881487e-05
457           	5.864070e-05	1.850841e-05	6.844644e-05
458           	5.780638e-05	1.848300e-05	6.822006e-05
459           	5.760051e-05	1.846544e-05	6.800884e-05
460           	5.720542e-05	1.844709e-05	6.775847e-05
461           	5.710006e-05	1.842639e-05	6.751747e-05
462           	5.769067e-05	1.840642e-05	6.735263e-05
463           	5.705660e-05	1.837401e-05	6.714693e-05
464           	5.712317e-05	1.834806e-05	6.699140e-05
465           	5.669288e-05	1.833373e-05	6.675187e-05
466           	5.744129e-05	1.831226e-05	6.642768e-05
467           	5.666244e-05	1.828358e-05	6.627399e-05
468           	5.642545e-05	1.825765e-05	6.623621e-05
469           	5.628627e-05	1.823603e-05	6.596438e-05
470           	5.586943e-05	1.820954e-05	6.563579e-05
471           	5.576141e-05	1.817708e-05	6.539163e-05
472           	5.573441e-05	1.815108e-05	6.528473e-05
473           	5.552902e-05	1.812980e-05	6.530926e-05
474           	5.592963e-05	1.810746e-05	6.496430e-05
475           	5.552515e-05	1.807871e-05	6.459028e-05
476           	5.480146e-05	1.804412e-05	6.440260e-05
477           	5.447913e-05	1.801258e-05	6.437666e-05
478           	5.494630e-05	1.799646e-05	6.434553e-05
479           	5.440835e-05	1.797034e-05	6.417498e-05
480           	5.417246e-05	1.793460e-05	6.371518e-05
481           	5.427997e-05	1.789883e-05	6.343658e-05
482           	5.359619e-05	1.786748e-05	6.353352e-05
483           	5.335702e-05	1.784551e-05	6.345338e-05
484           	5.275944e-05	1.781610e-05	6.317583e-05
485           	5.264839e-05	1.778874e-05	6.293127e-05
486           	5.295389e-05	1.776010e-05	6.277919e-05
487           	5.303790e-05	1.772680e-05	6.249631e-05
488           	5.253252e-05	1.768894e-05	6.236400e-05
489           	5.284730e-05	1.765840e-05	6.243013e-05
490           	5.217802e-05	1.763814e-05	6.227702e-05
491           	5.197180e-05	1.761253e-05	6.189292e-05
492           	5.243079e-05	1.758106e-05	6.163989e-05
493           	5.146778e-05	1.754015e-05	6.161919e-05
494           	5.161436e-05	1.750672e-05	6.159929e-05
495           	5.186922e-05	1.748465e-05	6.152929e-05
496           	5.182450e-05	1.745820e-05	6.113280e-05
497           	5.148888e-05	1.742579e-05	6.085574e-05
498           	5.031939e-05	1.738753e-05	6.087167e-05
499           	5.037483e-05	1.735780e-05	6.093698e-05
500           	5.026390e-05	1.732937e-05	6.068534e-05
501           	4.993140e-05	1.730359e-05	6.037017e-05
502           	4.969329e-05	1.727407e-05	6.020968e-05
503           	4.915175e-05	1.723824e-05	6.012547e-05
504           	4.891976e-05	1.720365e-05	6.004683e-05
505           	4.952622e-05	1.718246e-05	5.995737e-05
506           	4.930130e-05	1.715270e-05	5.986782e-05
507           	4.890013e-05	1.711675e-05	5.946893e-05
508           	4.895927e-05	1.708852e-05	5.935517e-05
509           	4.828983e-05	1.705663e-05	5.936593e-05
510           	4.824893e-05	1.702985e-05	5.930670e-05
511           	4.876919e-05	1.699884e-05	5.898113e-05
