# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
356           	8.708498e-06	1.004566e-05	1.640429e-05
357           	8.588469e-06	1.003635e-05	1.607319e-05
358           	8.674144e-06	1.003725e-05	1.600253e-05
359           	8.782360e-06	1.002854e-05	1.586894e-05
360           	8.826556e-06	1.002933e-05	1.575451e-05
361           	8.702857e-06	1.002031e-05	1.564522e-05
362           	8.683072e-06	1.002063e-05	1.557619e-05
363           	8.592645e-06	1.001125e-05	1.546118e-05
364           	8.493327e-06	1.001145e-05	1.544251e-05
365           	8.635997e-06	1.000176e-05	1.527458e-05
366           	8.674482e-06	1.000196e-05	1.522670e-05
367           	8.622184e-06	9.992516e-06	1.514596e-05
368           	8.698145e-06	9.992537e-06	1.506637e-05
369           	8.648969e-06	9.982854e-06	1.498267e-05
370           	8.673034e-06	9.982581e-06	1.492022e-05
371           	8.612649e-06	9.972765e-06	1.488078e-05
372           	8.626953e-06	9.972606e-06	1.485773e-05
373           	8.521755e-06	9.962467e-06	1.480693e-05
374           	8.542393e-06	9.962243e-06	1.483738e-05
375           	8.464017e-06	9.952327e-06	1.478608e-05
376           	8.553844e-06	9.951976e-06	1.474505e-05
377           	8.520472e-06	9.942683e-06	1.474654e-05
378           	8.590152e-06	9.943098e-06	1.479429e-05
379           	8.426350e-06	9.935016e-06	1.489355e-05
380           	8.469121e-06	9.934045e-06	1.484194e-05
381           	8.319078e-06	9.925670e-06	1.489942e-05
382           	8.417011e-06	9.925426e-06	1.485972e-05
383           	8.347610e-06	9.916372e-06	1.476048e-05
384           	8.383734e-06	9.918509e-06	1.486581e-05
385           	8.298276e-06	9.911429e-06	1.486253e-05
386           	8.260119e-06	9.914319e-06	1.493239e-05
387           	8.160636e-06	9.907778e-06	1.495799e-05
388           	8.105125e-06	9.913788e-06	1.515279e-05
389           	7.880255e-06	9.904385e-06	1.495998e-05
390           	7.902578e-06	9.905211e-06	1.515477e-05
391           	8.086795e-06	9.897684e-06	1.507859e-05
392           	7.895487e-06	9.899189e-06	1.504266e-05
393           	7.917173e-06	9.894175e-06	1.505805e-05
394           	7.777166e-06	9.898998e-06	1.509402e-05
395           	7.714108e-06	9.892353e-06	1.507216e-05
396           	7.669752e-06	9.894967e-06	1.513086e-05
397           	7.608732e-06	9.888710e-06	1.518610e-05
398           	7.476725e-06	9.889910e-06	1.501816e-05
399           	7.446073e-06	9.884442e-06	1.516400e-05
400           	7.305367e-06	9.888748e-06	1.514332e-05
401           	7.399021e-06	9.881867e-06	1.489351e-05
402           	7.383084e-06	9.884658e-06	1.500501e-05
403           	7.478180e-06	9.876071e-06	1.469569e-05
404           	7.376234e-06	9.877885e-06	1.478191e-05
405           	7.358888e-06	9.875869e-06	1.500546e-05
406           	7.235683e-06	9.879098e-06	1.494876e-05
407           	7.191602e-06	9.873289e-06	1.495149e-05
408           	7.165422e-06	9.874200e-06	1.469148e-05
409           	7.167582e-06	9.866404e-06	1.446949e-05
410           	7.102956e-06	9.870331e-06	1.451873e-05
411           	6.977710e-06	9.863583e-06	1.444613e-05
412           	7.045446e-06	9.866563e-06	1.444000e-05
413           	7.074571e-06	9.860774e-06	1.445831e-05
414           	6.828576e-06	9.862593e-06	1.422400e-05
415           	6.896029e-06	9.856514e-06	1.425008e-05
416           	6.965999e-06	9.858123e-06	1.401639e-05
417           	6.714866e-06	9.853090e-06	1.402486e-05
418           	6.899394e-06	9.854148e-06	1.374165e-05
419           	6.789691e-06	9.845387e-06	1.366435e-05
420           	6.805218e-06	9.849030e-06	1.372961e-05
421           	6.824919e-06	9.841206e-06	1.334993e-05
422           	6.584454e-06	9.844567e-06	1.346553e-05
423           	6.386992e-06	9.836428e-06	1.319493e-05
424           	6.615515e-06	9.837795e-06	1.297170e-05
425           	6.527516e-06	9.830755e-06	1.296183e-05
426           	6.573845e-06	9.833409e-06	1.305733e-05
427           	6.671744e-06	9.826612e-06	1.305037e-05
428           	6.649801e-06	9.828051e-06	1.270889e-05
429           	6.702039e-06	9.819194e-06	1.267780e-05
430           	6.805341e-06	9.822227e-06	1.272291e-05
431           	6.565261e-06	9.813862e-06	1.239175e-05
432           	6.808745e-06	9.818209e-06	1.262208e-05
