"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99469.9,0,0,0,-0.406809,0.150433,-0.0532206,0
99470.6,0,0,0,-0.406233,0.152225,-0.0533984,0.01
99470.6,0,0,0,-0.406233,0.152225,-0.0533984,0
99471.4,0,0,0,-0.405622,0.154023,-0.0535734,0.01
99471.4,0,0,0,-0.405622,0.154023,-0.0535734,0
99472.1,0,0,0,-0.405046,0.155828,-0.0537459,0.01
99472.1,0,0,0,-0.405046,0.155828,-0.0537459,0
99472.9,0,0,0,-0.404471,0.15764,-0.0539157,0.01
99472.9,0,0,0,-0.404471,0.15764,-0.0539157,0
99473.7,0,0,0,-0.403853,0.159458,-0.0540828,0.01
99473.7,0,0,0,-0.403853,0.159458,-0.0540828,0
99474.5,0,0,0,-0.403206,0.161284,-0.0542474,0.01
99474.5,0,0,0,-0.403206,0.161284,-0.0542474,0
99475.5,0,0,0,-0.40251,0.163116,-0.0544093,0.01
99475.5,0,0,0,-0.40251,0.163116,-0.0544093,0
99476.4,0,0,0,-0.401821,0.164956,-0.0545687,0.01
99476.4,0,0,0,-0.401821,0.164956,-0.0545687,0
99477.2,0,0,0,-0.401131,0.166802,-0.0547254,0.01
99477.2,0,0,0,-0.401131,0.166802,-0.0547254,0
99478.1,0,0,0,-0.400442,0.168655,-0.0548796,0.01
99478.1,0,0,0,-0.400442,0.168655,-0.0548796,0
99479.1,0,0,0,-0.399711,0.170516,-0.0550312,0.01
99479.1,0,0,0,-0.399711,0.170516,-0.0550312,0
99480.1,0,0,0,-0.398943,0.172383,-0.0551802,0.01
99480.1,0,0,0,-0.398943,0.172383,-0.0551802,0
99481,0,0,0,-0.398218,0.174257,-0.0553267,0.01
99481,0,0,0,-0.398218,0.174257,-0.0553267,0
99482,0,0,0,-0.397486,0.176139,-0.0554707,0.01
99482,0,0,0,-0.397486,0.176139,-0.0554707,0
99483,0,0,0,-0.396683,0.178027,-0.0556121,0.01
99483,0,0,0,-0.396683,0.178027,-0.0556121,0
99484.1,0,0,0,-0.395874,0.179922,-0.055751,0.01
99484.1,0,0,0,-0.395874,0.179922,-0.055751,0
99485.1,0,0,0,-0.39507,0.181825,-0.0558874,0.01
99485.1,0,0,0,-0.39507,0.181825,-0.0558874,0
99486.2,0,0,0,-0.394225,0.183735,-0.0560213,0.01
99486.2,0,0,0,-0.394225,0.183735,-0.0560213,0
99487.4,0,0,0,-0.39338,0.185652,-0.0561527,0.01
99487.4,0,0,0,-0.39338,0.185652,-0.0561527,0
99488.5,0,0,0,-0.392535,0.187576,-0.0562815,0.01
99488.5,0,0,0,-0.392535,0.187576,-0.0562815,0
99489.5,0,0,0,-0.391695,0.189507,-0.0564079,0.01
99489.5,0,0,0,-0.391695,0.189507,-0.0564079,0
99490.6,0,0,0,-0.39085,0.191446,-0.0565319,0.01
99490.6,0,0,0,-0.39085,0.191446,-0.0565319,0
99491.8,0,0,0,-0.390005,0.193391,-0.0566533,0.01
99491.8,0,0,0,-0.390005,0.193391,-0.0566533,0
99493,0,0,0,-0.389082,0.195344,-0.0567722,0.01
99493,0,0,0,-0.389082,0.195344,-0.0567722,0
99494.1,0,0,0,-0.388164,0.197304,-0.0568887,0.01
99494.1,0,0,0,-0.388164,0.197304,-0.0568887,0
99495.2,0,0,0,-0.387319,0.199271,-0.0570028,0.01
99495.2,0,0,0,-0.387319,0.199271,-0.0570028,0
99496.5,0,0,0,-0.386396,0.201246,-0.0571143,0.01
99496.5,0,0,0,-0.386396,0.201246,-0.0571143,0
99497.6,0,0,0,-0.385479,0.203228,-0.0572235,0.01
99497.6,0,0,0,-0.385479,0.203228,-0.0572235,0
99498.2,0,0,0,-0.385053,0.205218,-0.0573301,0.01
99498.2,0,0,0,-0.385053,0.205218,-0.0573301,0
